Geneid
RP11-492E3.2
PTGES
IFITM1
RP13-870H17.3
IGF2
OR51E1
RP11-290F24.6
CALCB
USH1C
SAA1
SLC5A12
BDNF-AS
LMO2
EHF
RP11-613D13.4
FOLH1
RP11-872D17.4
TCN1
ZP1
RP11-286N22.14
SLC22A25
RP11-867G23.12
RNU6-1238P
ALDH3B2
CHRDL2
MAP6
RP11-672A2.1
RSF1-IT2
TENM4
DLG2
CCDC81
NOX4
SNORD6
CNTN5
RP11-315O6.1
CASP1
ARHGAP20
COLCA1
KCTD9P4
RP11-356J5.12
ACRV1
RP11-713P17.3
B3GAT1
TUBB8
RNU6-88P
ST8SIA6
MALRD1
PLXDC2
EBLN1
APBB1IP
RET
ALOX5
FAM13C
NODAL
PLAU
DYDC2
RP11-80H5.7
RP11-76P2.4
CYP2C9
RP11-483F11.7
GPAM
TECTB
ACSL5
TDRD1
DMBT1
ADAM12
C10orf90
CLRN3
PTPRE
RP11-45A17.3
VWF
U47924.31
POU5F1P3
OLR1
TAS2R18
RP11-377D9.3
RP11-424C20.2
SLCO1B7
ST8SIA1
RP11-268P4.6
RP11-847H18.3
ABCD2
RP11-351C21.2
RP1-197B17.7
SP7
MYO1A
SLC16A7
TRHDE
RP11-359M6.1
SLC6A15
RP11-193M21.1
RASSF9
RP11-823E8.3
RP11-486A14.2
NR1H4
ANO4
RNY1P16
IGF1
FOXN4
RAD9B
SDS
RP11-148B3.2
HPD
RP11-474D1.4
RP11-474D1.3
RP11-46H11.11
CASC4P1
ATP8A2
RP11-37L2.1
DCLK1
FREM2
DNAJC15
LINC00284
RP11-478K15.6
SPERT
CPB2-AS1
RP11-34F20.7
DLEU7-AS1
SERPINE3
RP11-173B14.4
SLITRK6
GPC5
RNY3P8
SNORD31
PROZ
MIR548AR
RP11-66N24.6
STXBP6
RPL12P6
SSTR1
RP11-1074O12.1
MDGA2
ATP5C1P1
SYT16
LINC00643
ESR2
TEX21P
LINC00238
CTD-2325P2.3
SMOC1
SLC8A3
ZNF410
CTD-2207P18.2
RP11-950C14.10
CTD-3075F15.1
NRXN3
DIO2
FLRT2
CHGA
UNC79
BDKRB2
BDKRB1
RP11-404P21.3
MEG3
MEG9
RP11-1017G21.5
RP11-439M15.1
RP11-701H24.5
GABRA5
GREM1
RP11-325N19.3
PLA2G4B
CTD-2036P10.6
MAP1A
C15orf48
SHC4
CYP19A1
RP11-547D13.1
AC025918.1
SLC51B
RP11-352G18.2
GRAMD2
ISLR2
CCDC33
CPEB1-AS1
LINC00052
NTRK3
NTRK3-AS1
MCTP2
MSLN
C1QTNF8
LA16c-431H6.7
HS3ST6
RP11-295D4.1
SEC14L5
RP11-486I11.2
RP11-72I8.1
MPV17L
RP11-231C14.7
RP11-455F5.3
SULT1A3
RP11-2C24.3
ITGAX
RP11-429P3.5
NKD1
RP11-401P9.4
SALL1
CES1
ADGRG5
ADGRG1
RP11-405F3.5
ADGRG3
CDH8
CDH5
CDH16
RP11-67A1.2
RP11-424M24.3
RP11-303E16.9
RP11-106D4.2
RP11-46C24.3
CDH15
RP11-1260E13.4
RP11-74E22.8
ZNF594
CTC-281F24.1
BCL6B
ALOX12B
PIK3R5
RP11-477N12.6
CDRT15
AC022816.2
TBC1D26
RNASEH1P2
SLC5A10
RP11-311F12.2
AC087294.2
RP11-20B24.7
CTC-542B22.2
CTC-507E2.2
CCL5
CSF3
KRT20
KRTAP9-12P
CTC-296K1.3
RP11-669E14.6
PRR15L
PRAC2
DLX3
RP11-700H6.1
RP11-506H21.5
C17orf82
RP11-342K2.1
RP11-51L5.5
PECAM1
MILR1
AC145343.1
ABCA8
RP11-57A1.1
KIF19
AC079325.6
RAB37
RP11-1112G13.3
RP11-16C1.1
ST6GALNAC1
TMC8
PDE6G
RP11-498C9.15
SLC16A3
RP11-674N23.4
RP11-53B2.2
ANKRD30B
RP11-403A21.1
CDH2
CCDC178
LIPG
SERPINB3
CDH19
CCDC102B
DOK6
NETO1
RP11-713C5.1
SCRT2
ANGPT4
RSPO4
RP4-545L17.11
LINC01433
RP5-967N21.11
LRRN4
BMP2
SNAP25-AS1
RP11-462D18.4
NKX2-4
RP3-324O17.7
FOXS1
RP5-1085F17.3
BPIFA2
LBP
KRT18P4
FAM65C
DOK5
PCK1
RP11-11M20.4
COL9A3
AC005775.2
FGF22
AC005256.1
ZNF556
STAP2
AC007292.6
PRR22
CTD-3128G10.7
CNN1
ZNF44
PALM3
EPHX3
AC005785.2
CYP4F22
FAM129C
CILP2
ZNF506
CTD-2561J22.2
ZNF493
BNIP3P27
RYR1
CTB-186G2.4
CTC-490E21.10
ERICH4
CEACAM7
CEACAM5
CEACAM6
CEACAM3
PSG1
ZNF229
CEACAM22P
GPR4
AC006262.4
IGFL1
CTB-147N14.6
NTN5
CTD-2639E6.9
CGB
AC018766.4
KLK2
KLK11
ZNF577
ZNF649
ZNF836
ZNF528
ZNF468
ZNF320
VSTM1
TTYH1
NLRP7
TMEM238
PEG3
DUXA
RPS4Y1
DDX3Y
NBEAP3
PCAT14
KB-226F1.2
GGT5
Z93930.1
NEFH
IGLVIVOR22-2
APOL3
APOL1
Z83844.1
MIR659
FP325331.1
CH507-42P11.5
bP-2171C21.6
RPL39P40
EVA1C
C21orf62-AS1
MX1
TMPRSS2
TFF3
TMPRSS3
