Gene
ETS1
ETS2
ETV1
ETV3
ETV4
ETV5
ETV6
ETV7
EVPL
EWSR1
EXT1
EZH2
EZR
F10
F12
F2R
F3
F7
F8
F9
FAAH
FABP2
FABP4
FABP6
FAF1
FANCA
FAP
FAS
FASLG
FASN
FBLN1
FBN1
FBP1
FBXO32
FCER1A
FCER2
FCGR1A
FCGR2B
FCGR3B
FCGRT
FDFT1
FDPS
FDXR
FES
FGF1
FGF19
FGF2
FGF4
FGF7
FGF8
FGFBP1
FGFR1
FGFR3
FGG
FGL1
FGL2
FHIT
FHL2
FHL5
FKBP4
FLI1
FLT1
FLT3
FLT4
FMN2
FMO3
FMO4
FMR1
FN1
FOLH1
FOLR1
FOS
FOSB
FOSL1
FOSL2
FOXA1
FOXA2
FOXA3
FOXC1
FOXC2
FOXD3
FOXF1
FOXF2
FOXG1
FOXH1
FOXL2
FOXM1
FOXO1
FOXO3
FOXO4
FOXP1
FOXP3
FOXQ1
FPGS
FRMD5
FSHR
FST
FSTL3
FTH1P18
FUBP1
FUS
FUT3
FUT4
FUT7
FXR2
FZD1
G0S2
G6PD
GABPA
GAD1
GADD45A
GADD45G
GALT
GAPDH
GAST
GATA1
GATA2
GATA3
GATA4
GATA5
GATA6
GBP1
GBX2
GC
GCK
GCLC
GCM1
GDA
GDAP1
GDF15
GDF5
GDNF
GFAP
GFER
GFI1
GFI1B
GGPS1
GH1
GH2
GINS3
GIPR
GJA1
GKN2
GLCE
GLI1
GLI2
GLS
GM2A
GML
GNAS
GNMT
GNRH1
GNRH2
GPNMB
GPR39
GPX4
GREB1
GRIN1
GRIN2B
GRK2
GRM2
GRPR
GSK3A
GSK3B
GSPT1
GSTM1
GSTP1
GTF2A1
GTF2B
GTF2F1
GTF2I
GTF3A
H19
H2AFX
HAMP
HAS2
HAX1
HBB
HBE1
HBEGF
HBG1
HBP1
HBZ
HCFC1
HCK
HCN2
HCN4
HDAC1
HDAC11
HDAC2
HDAC3
HDAC4
HDAC5
HDAC7
HDAC9
HDGF
HECA
HES1
HEXIM1
HEY1
HEYL
HFE
HGF
HHEX
HIC1
HIF1A
HINFP
HIPK2
HIST2H2BE
HIST2H4A
HK3
HLA-A
HLA-B
HLA-C
HLA-DOB
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-E
HLA-F
HLA-G
HMGA1
HMGA2
HMGCS1
HMGN1
HMMR
HMOX1
HNF1A
HNF4A
HNRNPA1
HNRNPA2B1
HOMER3
HOPX
HOXA1
HOXA10
HOXA7
HOXA9
HOXB13
HOXB4
HOXB7
HOXC13
HP
HPGD
HPGDS
HPR
HPSE
HRAS
HRH1
HSD11B2
HSD17B1
HSD17B11
HSD17B2
HSD3B1
HSD3B2
HSF1
HSF2
HSP90AA1
HSP90AB1
HSPA1A
HSPA4
HSPA5
HSPB1
HSPH1
HTATIP2
HTR1A
HTRA2
HTT
HYAL1
HYOU1
IBSP
ICAM1
ID1
ID2
ID3
ID4
IER3
IFI16
IFIT3
IFNA1
IFNA13
IFNAR1
IFNB1
IFNG
IFNGR1
IFNLR1
IGF1
IGF1R
IGF2
IGF2BP1
IGF2BP2
IGF2R
IGFBP1
IGFBP3
IGFBP4
IGH
IGK
IKBKB
IKBKE
IL10
IL11
IL12A
IL12B
IL12RB2
IL13
IL15
IL17A
IL17C
IL18
IL1A
IL1B
IL1R1
IL1R2
IL1RN
IL2
IL21
IL23A
IL24
IL27
IL2RA
IL2RB
IL3
IL32
IL4
IL5
IL5RA
IL6
IL6R
IL7
ILF3
ILK
IMPDH2
ING1
ING2
ING4
INO80
INPP5J
INS
INSR
IPO7
IRF1
IRF2
IRF3
IRF4
IRF5
IRF7
IRF8
IRF9
IRS2
ISG20
ISYNA1
ITGA2
ITGA2B
ITGA5
ITGAD
ITGAM
ITGAV
ITGAX
ITGB1
ITGB2
ITGB3
ITGB3BP
ITGB8
IVL
JAK1
JAK2
JCHAIN
JDP2
JUN
JUNB
JUND
JUP
KAT2B
KAT5
KCNH2
KCNJ11
KCNQ2
KCNQ3
KCTD11
KDM2A
KDM4B
KDR
KHDRBS1
KHSRP
KIF2C
KIR2DL3
KIR3DL1
KISS1
KISS1R
KIT
KLF1
KLF10
KLF11
KLF13
KLF16
KLF17
KLF2
KLF4
KLF5
KLF6
KLF8
KLF9
KLK1
KLK2
KLK3
KLK4
KRAS
KRT14
KRT16
KRT17
KRT18
KRT19
KRT5
L1TD1
L3MBTL1
LAMA1
LAMA3
LAPTM4B
LATS2
LBP
LCAT
LCK
LCN2
LCOR
LCT
LDHA
LDHC
LDLR
LEF1
LEP
LGALS1
LGALS3
LGALS3BP
LGALS4
LHB
LIN28A
LIN28B
LIPC
LIPE
LITAF
LMO2
LMO4
LMTK2
LOR
LOX
LOXL4
LPL
LRBA
LRIG2
LRP1
LRP5
LSP1
LSS
LTB
LTBP1
LTBP4
LTC4S
LTF
LY96
LYL1
LYZ
MACROD1
MAD1L1
MAD2L1
MADCAM1
MAF
MAFB
MAL
MAML1
MAOB
MAP1LC3A
MAP1LC3B
MAP3K1
MAP3K5
MAP4
MAPK1
MAPK3
MAPK8
MAT2A
MAT2B
MAX
MAZ
MBD1
MBD2
MBP
MC2R
MCL1
MCM10
MCM5
MCM7
MCM8
MCPH1
MCTS1
MDC1
MDM2
MDM4
ME1
MECOM
MECP2
MED1
MEF2A
MEF2B
MEF2C
MEF2D
MEFV
MEIS1
MELTF
MEN1
MET
MFSD2A
MGMT
MGP
MICA
MICB
MID1
MIF
MIR202
MITF
MKI67
MKL1
MLLT10
MLLT3
MLYCD
MME
MMP1
MMP10
MMP11
MMP12
MMP13
MMP14
MMP2
MMP20
MMP28
MMP3
MMP7
MMP9
MMRN1
MNAT1
MNDA
MPG
MPL
MPO
MS4A1
MSC
MSH2
MSH6
MSMB
MSR1
MST1
MSX2
MT1G
MTA1
MTA2
MTA3
MTDH
MTF1
MTTP
MUC1
MUC17
MUC2
MUC4
MUC5AC
MUC5B
MUC6
MVP
MXD1
MXI1
MYB
MYBL1
MYBL2
MYC
MYCN
MYD88
MYH10
MYH9
MYL9
MYOCD
MYOD1
MZF1
NAB2
NAMPT
NANOG
NAT1
NCAM1
NCF2
NCOA1
NCOA2
NCOA3
NCOA4
NCOA6
NCOR1
NCOR2
NDC80
NDRG1
NDRG2
NDUFV1
NDUFV2
NEAT1
NEFL
NEIL1
NELFCD
NELL2
NF1
NFAT5
NFATC1
NFE2
NFE2L2
NFIA
NFIB
NFIC
NFIL3
NFIX
NFKB1
NFKB2
NFKBIA
NFKBIZ
NFRKB
NFYA
NFYB
NFYC
NGF
NKX2-1
NKX2-3
NKX2-5
NKX3-1
NLK
NLRC4
NLRP2
NME1
NMNAT2
NMU
NOD1
NOD2
NOL7
NOLC1
NOS1
NOS2
NOS3
NOTCH1
NOV
NOX1
NOX4
NOX5
NPAS2
NPAT
NPC1L1
NPHS1
NPHS2
NPM1
NPPA
NPPB
NPY
NQO1
NQO2
NR0B1
NR0B2
NR1H3
NR1H4
NR1I2
NR1I3
NR2C2
NR2E3
NR2F1
NR2F2
NR2F6
NR3C1
NR4A1
NR4A2
NR4A3
NR5A1
NR5A2
NRAS
NRF1
NRIP1
NSFL1C
NT5E
NTF3
NTS
NUPR1
OAS1
OAT
ODC1
OGG1
OGN
OLFM4
OLR1
OPRM1
OPTN
OSM
OTX2
OXT
OXTR
P2RX4
P2RY10
P4HA1
PA2G4
PADI1
PADI3
PAEP
PARG
PARP1
PAWR
PAX2
PAX3
PAX5
PAX6
PAX8
PBX1
PBX2
PBXIP1
PC
PCK1
PCK2
PCLAF
PCNA
PCSK1
PCSK2
PCSK6
PCSK9
PCYT2
PDCD2
PDCD4
PDE6A
PDE6B
PDE7A
PDGFA
PDGFB
PDGFC
PDGFRA
PDGFRB
PDHA1
PDIA2
PDIA6
PDK1
PDK4
PDX1
PEBP1
PEG10
PEG3
PELO
PELP1
PENK
PER1
PER2
PERP
PF4
PFDN4
PGF
PGK1
PGLYRP2
PGR
PHB
PHB2
PHF10
PHGDH
PIAS1
PIAS2
PIAS3
PIAS4
PIGR
PIK3CA
PIM1
PIN1
PIP
PIR
PITX1
PITX2
PKLR
PLA2G2A
PLAA
PLAC1
PLAG1
PLAGL1
PLAGL2
PLAT
PLAU
PLAUR
PLD1
PLIN1
PLIN2
PLK1
PLK3
PLSCR1
PMAIP1
PMEPA1
PML
PNOC
PNRC1
PNRC2
PODXL
POLB
POLD1
POLD2
POLE2
POLH
POLR1A
PON1
PON2
POR
POSTN
POU1F1
POU2AF1
POU2F1
POU2F2
POU3F2
POU4F2
POU5F1
PPARA
PPARD
PPARG
PPARGC1A
PPBP
PPIG
PPL
PPM1D
PPP1R13B
PPP2CA
PPP2R2B
PPP2R2D
PRC1
PRDM1
PRDM2
PRDX3
PREB
PRG2
PRG3
PRKAB1
PRKCA
PRKCE
PRL
PRM1
PRNP
PRODH
PROM1
PROS1
PROX1
PRSS50
PRTN3
PSCA
PSEN1
PSEN2
PSIP1
PSMB10
PSMB5
PSMB9
PSMC5
PTAFR
PTBP1
PTEN
PTGDS
PTGER4
PTGES
PTGFR
PTGIR
PTGS2
PTH
PTHLH
PTK6
PTMA
PTN
PTP4A1
PTPA
PTPN1
PTPN13
PTPN6
PTPRO
PTTG1
PTTG1IP
PURA
RAB3A
RAC1
RACGAP1
RAD51
RAD51B
RAG2
RAP1A
RARA
RARB
RARG
RASGEF1B
RASGRP1
RASSF1
RB1
RB1CC1
RBBP7
RBL1
RBL2
RBM38
RBMX
RBPJ
RCC1
RECK
RECQL4
REEP5
REL
RELA
RELB
RELN
REN
REPS2
REST
RET
RETN
RFX1
RFX5
RGN
RGS10
RGS4
RHOA
RHOB
RIPK2
RNASE2
RNASEL
RNF14
RNF144A
RNF2
RNF7
ROR1
RORA
RP1
RPA2
RPS3A
RPTOR
RRM1
RRM2
RRM2B
RRP1B
RS1
RTN3
RUNX1
RUNX1T1
RUNX2
RUNX3
RUVBL1
RXRA
S100A10
S100A11
S100A2
S100A4
S100A6
S100A7
S100A9
S100B
S100P
S1PR1
SAA1
SAA2
SALL3
SALL4
SALL4A
SAP30
SART3
SATB1
SATB2
SCARB1
SCARB2
SCD
SCN9A
SCNN1B
SCT
SCTR
SDC1
SDC4
SELE
SELP
SEMA6A
SERBP1
SERPINA3
SERPINB1
SERPINB2
SERPINB5
SERPINB9
SERPINC1
SERPINE1
SERPINF1
SESN1
SETDB1
SF1
SFN
SFPQ
SFRP1
SFRP5
SFTPA1
SFTPB
SFTPD
SGPL1
SH3BP2
SHBG
SHH
SHMT1
SHOX
SHOX2
SIAH1
SIGIRR
SIM2
SIN3A
SIRT1
SIRT2
SIRT3
SIRT6
SIVA1
SIX1
SKIL
SKP2
SLC10A1
SLC10A2
SLC13A4
SLC15A1
SLC16A1
SLC19A1
SLC19A2
SLC19A3
SLC1A3
SLC20A1
SLC22A2
SLC22A6
SLC22A8
SLC25A20
SLC25A27
SLC26A3
SLC29A1
SLC2A1
SLC2A3
SLC2A4
SLC31A1
SLC39A1
SLC39A8
SLC3A2
SLC4A2
SLC5A5
SLC5A8
SLC6A6
SLC7A5
SLC9A1
SLC9A2
SLC9A3
SLCO1B3
SLCO4C1
SLPI
SMAD1
SMAD2
SMAD3
SMAD4
SMAD6
SMAD7
SMARCA1
SMARCA4
SMARCB1
SMARCD3
SMN1
SMPD1
SNAI1
SNAI2
SNAP25
SNAPC1
SND1
SNIP1
SNRPN
SNW1
SOCS1
SOCS2
SOCS3
SOD1
SOD2
SOX10
SOX17
SOX18
SOX2
SOX3
SOX4
SOX6
SOX7
SOX9
SP1
SP2
SP3
SP4
SP7
SPDEF
SPI1
SPN
SPP1
SPRR1B
SPRR3
SPRY1
SPRY2
SQSTM1
SRC
SRCAP
SRD5A3
SREBF1
SREBF2
SRF
SRPX
SRR
SRSF1
SRY
SSTR2
SSX2
ST3GAL1
ST3GAL3
ST3GAL4
ST3GAL5
ST6GAL1
STAR
STARD3
STARD7
STAT1
STAT2
STAT3
STAT4
STAT5
STAT5A
STAT5B
STAT6
STIM1
STK11
STK39
STMN1
STS
SULT2A1
SUMO1
SUMO2
SURF1
SURF2
SUZ12
SYK
SYN1
SYN2
SYP
TAC3
TAF1
TAF4
TAF5
TAF7
TAL1
TAP1
TAP2
TAPBP
TBL1X
TBP
TBPL1
TBX2
TBX21
TBX3
TBX5
TBXA2R
TBXAS1
TCEAL1
TCF12
TCF3
TCF4
TCF7L2
TCN2
TDO2
TEAD1
TEAD4
TEF
TEK
TERF2
TERT
TF
TFAM
TFAP2A
TFAP2C
TFAP4
TFCP2
TFDP1
TFDP3
TFF1
TFF2
TFF3
TFPI2
TFRC
TGFA
TGFB1
TGFB2
TGFBI
TGFBR1
TGFBR2
TGFBR3
TGM4
TH
THBD
THBS1
THRSP
TIAL1
TICAM1
TIMP1
TIMP2
TIMP3
TINF2
TJP1
TK1
TLR10
TLR2
TLR3
TLR4
TLR7
TLR9
TLX1
TMPO
TMPRSS2
TNC
TNF
TNFAIP3
TNFRSF10A
TNFRSF10B
TNFRSF11A
TNFRSF12A
TNFRSF13C
TNFRSF1B
TNFRSF21
TNFRSF9
TNFSF10
TNFSF11
TNFSF13B
TNFSF14
TNIP3
TNNI3
TOE1
TOP1MT
TOP2A
TOP3A
TP53
TP53BP1
TP53BP2
TP53I3
TP53INP1
TP63
TP73
TPMT
TPT1
TRA
TRAF1
TRAF2
TRAF6
TRAP
TRH
TRIB3
TRIM16
TRIM21
TRIM22
TRPC1
TRPS1
TRPV6
TRRAP
TSC1
TSC2
TSC22D3
TSIX
TSLP
TUBA1B
TWIST1
TWIST2
TXN
TXNIP
TXNRD1
TYK2
TYMP
TYMS
TYR
U2AF2
UBC
UBE2C
UBE2I
UBE2S
UCN
UCP1
UCP2
UGCG
UGDH
UGT1A1
UGT1A10
UGT1A4
UGT1A6
UGT1A7
UGT1A8
UGT1A9
UGT2B15
UGT2B17
UGT2B7
UHRF1
UHRF1BP1
ULK1
UPP1
URI1
USF1
USF2
USP26
USP7
UTRN
UXT
VAMP2
VCAM1
VCAN
VDR
VEGFA
VEGFB
VEGFD
VEZF1
VHL
VIM
VIP
VLDLR
VWF
WAS
WDFY4
WDR5
WEE1
WHSC1
WIF1
WNT4
WNT7B
WRN
WT1
WTAP
WWC1
WWOX
WWP1
WWTR1
XAF1
XBP1
XIAP
XPC
XPO1
XRCC1
YBX1
YEATS4
YWHAQ
YY1
ZAP70
ZBTB16
ZBTB17
ZBTB2
ZBTB5
ZBTB7A
ZEB1
ZEB2
ZFHX3
ZFP36
ZFP36L1
ZHX2
ZIC1
ZIC2
ZMYND11
ZNF148
ZNF175
ZNF217
ZNF224
ZNF24
ZNF300
ZNF350
ZNF382
ZNF383
ZNF423
ZNF750
ZNF76
ZNRD1
